"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2019","France","BZ","Females","Total","Total positive decisions","Person","0",""
"2019","France","CR","Total","Total","Total positive decisions","Person","0",""
"2019","France","CR","Males","Total","Total positive decisions","Person","0",""
"2019","France","CR","Females","Total","Total positive decisions","Person","0",""
"2019","France","SV","Total","Total","Total positive decisions","Person","10",""
"2019","France","SV","Males","Total","Total positive decisions","Person","5",""
"2019","France","SV","Females","Total","Total positive decisions","Person","5",""
"2019","France","GT","Total","Total","Total positive decisions","Person","0",""
"2019","France","GT","Males","Total","Total positive decisions","Person","0",""
"2019","France","GT","Females","Total","Total positive decisions","Person","0",""
"2019","France","HN","Total","Total","Total positive decisions","Person","5",""
"2019","France","HN","Males","Total","Total positive decisions","Person","0",""
"2019","France","HN","Females","Total","Total positive decisions","Person","5",""
"2019","France","MX","Total","Total","Total positive decisions","Person","0",""
"2019","France","MX","Males","Total","Total positive decisions","Person","0",""
"2019","France","MX","Females","Total","Total positive decisions","Person","0",""
"2019","France","NI","Total","Total","Total positive decisions","Person","25",""
"2019","France","NI","Males","Total","Total positive decisions","Person","10",""
"2019","France","NI","Females","Total","Total positive decisions","Person","20",""
"2019","France","PA","Total","Total","Total positive decisions","Person","0",""
"2019","France","PA","Males","Total","Total positive decisions","Person","0",""
"2019","France","PA","Females","Total","Total positive decisions","Person","0",""
"2019","France","AR","Total","Total","Total positive decisions","Person","0",""
"2019","France","AR","Males","Total","Total positive decisions","Person","0",""
"2019","France","AR","Females","Total","Total positive decisions","Person","0",""
"2019","France","BO","Total","Total","Total positive decisions","Person","5",""
"2019","France","BO","Males","Total","Total positive decisions","Person","0",""
"2019","France","BO","Females","Total","Total positive decisions","Person","0",""
"2019","France","BR","Total","Total","Total positive decisions","Person","5",""
"2019","France","BR","Males","Total","Total positive decisions","Person","5",""
"2019","France","BR","Females","Total","Total positive decisions","Person","0",""
"2019","France","CL","Total","Total","Total positive decisions","Person","0",""
"2019","France","CL","Males","Total","Total positive decisions","Person","0",""
"2019","France","CL","Females","Total","Total positive decisions","Person","0",""
"2019","France","CO","Total","Total","Total positive decisions","Person","65",""
"2019","France","CO","Males","Total","Total positive decisions","Person","30",""
"2019","France","CO","Females","Total","Total positive decisions","Person","35",""
"2019","France","EC","Total","Total","Total positive decisions","Person","0",""
"2019","France","EC","Males","Total","Total positive decisions","Person","0",""
"2019","France","EC","Females","Total","Total positive decisions","Person","0",""
"2019","France","GY","Total","Total","Total positive decisions","Person","0",""
"2019","France","GY","Males","Total","Total positive decisions","Person","0",""
"2019","France","GY","Females","Total","Total positive decisions","Person","0",""
"2019","France","PY","Total","Total","Total positive decisions","Person","0",""
"2019","France","PY","Males","Total","Total positive decisions","Person","0",""
"2019","France","PY","Females","Total","Total positive decisions","Person","0",""
"2019","France","PE","Total","Total","Total positive decisions","Person","15",""
"2019","France","PE","Males","Total","Total positive decisions","Person","10",""
"2019","France","PE","Females","Total","Total positive decisions","Person","5",""
"2019","France","SR","Total","Total","Total positive decisions","Person","0",""
"2019","France","SR","Males","Total","Total positive decisions","Person","0",""
"2019","France","SR","Females","Total","Total positive decisions","Person","0",""
"2019","France","UY","Total","Total","Total positive decisions","Person","0",""
"2019","France","UY","Males","Total","Total positive decisions","Person","0",""
"2019","France","UY","Females","Total","Total positive decisions","Person","0",""
"2019","France","VE","Total","Total","Total positive decisions","Person","275",""
"2019","France","VE","Males","Total","Total positive decisions","Person","125",""
"2019","France","VE","Females","Total","Total positive decisions","Person","150",""
"2019","France","KZ","Total","Total","Total positive decisions","Person","25",""
"2019","France","KZ","Males","Total","Total positive decisions","Person","15",""
"2019","France","KZ","Females","Total","Total positive decisions","Person","15",""
"2019","France","KG","Total","Total","Total positive decisions","Person","10",""
"2019","France","KG","Males","Total","Total positive decisions","Person","5",""
"2019","France","KG","Females","Total","Total positive decisions","Person","5",""
"2019","France","TJ","Total","Total","Total positive decisions","Person","0",""
"2019","France","TJ","Males","Total","Total positive decisions","Person","0",""
"2019","France","TJ","Females","Total","Total positive decisions","Person","0",""
"2019","France","TM","Total","Total","Total positive decisions","Person","0",""
"2019","France","TM","Males","Total","Total positive decisions","Person","0",""
"2019","France","TM","Females","Total","Total positive decisions","Person","0",""
"2019","France","UZ","Total","Total","Total positive decisions","Person","0",""
"2019","France","UZ","Males","Total","Total positive decisions","Person","0",""
"2019","France","UZ","Females","Total","Total positive decisions","Person","0",""
"2019","France","CN","Total","Total","Total positive decisions","Person","1,385",""
"2019","France","CN","Males","Total","Total positive decisions","Person","765",""
"2019","France","CN","Females","Total","Total positive decisions","Person","620",""
"2019","France","JP","Total","Total","Total positive decisions","Person","0",""
"2019","France","JP","Males","Total","Total positive decisions","Person","0",""
"2019","France","JP","Females","Total","Total positive decisions","Person","0",""
"2019","France","MN","Total","Total","Total positive decisions","Person","40",""
"2019","France","MN","Males","Total","Total positive decisions","Person","20",""
"2019","France","MN","Females","Total","Total positive decisions","Person","20",""
"2019","France","KP","Total","Total","Total positive decisions","Person","0",""
"2019","France","KP","Males","Total","Total positive decisions","Person","0",""
"2019","France","KP","Females","Total","Total positive decisions","Person","0",""
"2019","France","KR","Total","Total","Total positive decisions","Person","0",""
"2019","France","KR","Males","Total","Total positive decisions","Person","0",""
"2019","France","KR","Females","Total","Total positive decisions","Person","0",""
"2019","France","TW","Total","Total","Total positive decisions","Person","0",""
"2019","France","TW","Males","Total","Total positive decisions","Person","0",""
"2019","France","TW","Females","Total","Total positive decisions","Person","0",""
"2019","France","AF","Total","Total","Total positive decisions","Person","5,430",""
"2019","France","AF","Males","Total","Total positive decisions","Person","4,805",""
